logEUR/USD,logGBP/USD,logJPY/USD,IVEUR/USD,IVGBP/USD,IVJPY/USD
0.213577946,0.58650807,-4.6940049,0.007056,0.007225,0.005476
0.209369118,0.582941613,-4.697567035,0.007056,0.00714025,0.005476
0.210422987,0.583778644,-4.698660529,0.006724,0.00648025,0.005329
0.213497174,0.58589599,-4.697202271,0.007056,0.0064,0.00555025
0.220820856,0.590006422,-4.694279361,0.00714025,0.00632025,0.00540225
0.222423292,0.586674936,-4.693547297,0.007921,0.00697225,0.005776
0.224502627,0.59011728,-4.68527443,0.007921,0.00714025,0.00570025
0.229920536,0.59751695,-4.684628107,0.00874225,0.00731025,0.005776
0.231905057,0.602894192,-4.677862871,0.00912025,0.008836,0.006561
0.23791393,0.60393338,-4.674509664,0.008649,0.00801025,0.006241
0.248031267,0.611123345,-4.669646205,0.01071225,0.00990025,0.007569
0.243024607,0.606281248,-4.671987359,0.010201,0.00912025,0.00714025
0.239095638,0.60278474,-4.668802046,0.01,0.009216,0.007225
0.242318531,0.603714693,-4.666265285,0.00950625,0.009025,0.006889
0.246078523,0.608678024,-4.661645033,0.00970225,0.01,0.007225
0.243181445,0.606771965,-4.667487492,0.01050625,0.00970225,0.00765625
0.241769015,0.609602515,-4.66428779,0.010609,0.00874225,0.00748225
0.248577353,0.614644952,-4.665700686,0.00950625,0.008464,0.00697225
0.252236226,0.611937125,-4.664099254,0.01010025,0.0081,0.00714025
0.259436907,0.617830786,-4.65956367,0.010404,0.00783225,0.00697225
0.256036595,0.618692995,-4.658995273,0.011236,0.008836,0.00765625
0.254487168,0.61950064,-4.660510281,0.010609,0.0081,0.007396
0.253866724,0.613562701,-4.674229722,0.010201,0.00765625,0.007396
0.254952248,0.610634759,-4.669271111,0.008649,0.00680625,0.00648025
0.260362262,0.618692995,-4.659468959,0.008281,0.007056,0.0064
0.258047267,0.613291955,-4.656718448,0.00912025,0.00837225,0.007225
0.25905109,0.616751979,-4.65728814,0.008649,0.008464,0.006889
0.26489951,0.620307634,-4.644967656,0.009216,0.009216,0.00714025
0.259359755,0.6138875,-4.645832168,0.00855625,0.009216,0.007056
0.264362267,0.619231498,-4.635311343,0.00819025,0.00912025,0.00664225
0.265819826,0.62063025,-4.636087289,0.00855625,0.010404,0.006889
0.268957863,0.625028926,-4.637443747,0.00855625,0.009801,0.00697225
0.276191306,0.63180355,-4.632979887,0.009025,0.00970225,0.00731025
0.28103503,0.636471003,-4.630642982,0.00855625,0.009409,0.007225
0.284652488,0.638796586,-4.630642982,0.00950625,0.00970225,0.00765625
0.283523437,0.638162872,-4.633174382,0.009604,0.009801,0.007744
0.283824642,0.646946162,-4.634146294,0.00950625,0.00931225,0.00783225
0.288706547,0.659797201,-4.630740462,0.009216,0.009604,0.00819025
0.282770028,0.654406352,-4.636862633,0.00819025,0.00950625,0.00801025
0.296988632,0.664747706,-4.625658852,0.008281,0.009216,0.007921
0.293191866,0.6618113,-4.636378113,0.008836,0.00990025,0.00819025
0.294682512,0.665519013,-4.634049146,0.008836,0.00990025,0.00837225
0.288032011,0.660055646,-4.644198573,0.009216,0.00950625,0.00837225
0.286155908,0.655029858,-4.650717001,0.00970225,0.009409,0.00874225
0.279372645,0.649456492,-4.655673168,0.01050625,0.01010025,0.00950625
0.28623102,0.654977914,-4.651767471,0.01050625,0.01030225,0.00970225
0.285028555,0.656742499,-4.659090028,0.009801,0.009801,0.009025
0.292594984,0.663872838,-4.646504049,0.00874225,0.00893025,0.00801025
0.280959527,0.658711003,-4.652149187,0.008281,0.008836,0.00783225
0.285930539,0.663769862,-4.646216155,0.008649,0.00893025,0.0081
0.29229641,0.665724595,-4.645351976,0.00874225,0.009216,0.00819025
0.289979432,0.65612006,-4.648133885,0.008836,0.009216,0.008281
0.29177369,0.650761464,-4.646504049,0.00893025,0.00912025,0.00855625
0.300993087,0.654250415,-4.64063385,0.009025,0.009025,0.008649
0.302398256,0.654146443,-4.641405679,0.009216,0.009216,0.00893025
0.308513582,0.659848895,-4.635020208,0.01,0.00970225,0.00912025
0.308513582,0.656535062,-4.635214307,0.01030225,0.010404,0.00931225
0.308072762,0.651439377,-4.64265863,0.01050625,0.01010025,0.00931225
0.30998158,0.655445313,-4.635893359,0.01010025,0.00990025,0.00912025
0.30417039,0.652325186,-4.629862799,0.010201,0.01071225,0.00931225
0.297508633,0.644009456,-4.632493482,0.010816,0.010816,0.009801
0.284276279,0.633025557,-4.649761069,0.010816,0.010816,0.009801
0.281940622,0.632706917,-4.645928178,0.01071225,0.010816,0.009801
0.275736001,0.628768647,-4.653674595,0.01071225,0.011449,0.009801
0.266432899,0.626205775,-4.651862914,0.01,0.010404,0.00912025
0.268346336,0.62871532,-4.647558952,0.01,0.01,0.008836
0.270790205,0.630207381,-4.63792775,0.009216,0.009409,0.00801025
0.282016051,0.637211548,-4.628984364,0.00893025,0.009801,0.00783225
0.278843124,0.632175624,-4.628984364,0.00874225,0.010404,0.007225
0.270561346,0.625938431,-4.625952725,0.008836,0.01050625,0.00714025
0.267198714,0.620307634,-4.62575682,0.00893025,0.01199025,0.00714025
0.264362267,0.624279301,-4.62771415,0.00931225,0.01221025,0.00765625
0.262825696,0.626900535,-4.632104187,0.009216,0.01155625,0.00765625
0.259899691,0.62679368,-4.638024523,0.008836,0.01071225,0.007056
0.266049772,0.630207381,-4.63122772,0.008649,0.01050625,0.00714025
0.267045598,0.631537699,-4.631325143,0.00912025,0.01092025,0.007225
0.260053905,0.622563759,-4.644679319,0.008649,0.010404,0.00714025
0.268881443,0.633131748,-4.634826071,0.00874225,0.01010025,0.00697225
0.265436464,0.6354651,-4.635408369,0.00874225,0.01050625,0.007056
0.265743165,0.635571032,-4.637637376,0.008649,0.01071225,0.007056
0.264976235,0.632760031,-4.641212777,0.008464,0.00990025,0.006889
0.265973129,0.633184839,-4.641309233,0.00801025,0.00912025,0.0064
0.264362267,0.634405161,-4.640826863,0.007921,0.008464,0.00600625
0.260439336,0.632388175,-4.648995666,0.00765625,0.00855625,0.005929
0.252080801,0.628661991,-4.64525591,0.007921,0.009025,0.0064
0.243573433,0.619285332,-4.652244593,0.00765625,0.00819025,0.00600625
0.244200294,0.617776874,-4.661361466,0.00783225,0.008836,0.00616225
0.247641023,0.620200073,-4.65956367,0.007744,0.008836,0.00600625
0.252857681,0.625403528,-4.662022998,0.007921,0.00893025,0.00616225
0.25200308,0.6249754,-4.66041566,0.00765625,0.00893025,0.006084
0.260362262,0.635782863,-4.65519768,0.00765625,0.008836,0.006084
0.264362267,0.640695321,-4.648325456,0.00765625,0.008836,0.00648025
0.264439034,0.633662534,-4.658142071,0.0081,0.009025,0.00680625
0.267581401,0.639113292,-4.659090028,0.00801025,0.00855625,0.00664225
0.268116917,0.638954951,-4.659658371,0.007569,0.007921,0.00632025
0.267122158,0.640010082,-4.65937424,0.007569,0.00837225,0.00616225
0.281638849,0.647992899,-4.644775441,0.0081,0.009409,0.006724
0.278767455,0.646579545,-4.652244593,0.007921,0.00874225,0.006561
0.277101293,0.647103242,-4.657762636,0.00731025,0.00765625,0.00616225
0.280884018,0.651804217,-4.656053396,0.007056,0.00765625,0.00600625
0.279750702,0.653106131,-4.650334738,0.007744,0.008281,0.0064
0.276570568,0.652741766,-4.648804223,0.00748225,0.008464,0.0064
0.272847583,0.649090794,-4.651194624,0.007225,0.00837225,0.006084
0.270637638,0.6452691,-4.656718448,0.007225,0.008281,0.00616225
0.281110527,0.654146443,-4.651576559,0.00731025,0.00801025,0.006084
0.278540415,0.649456492,-4.6558633,0.007056,0.00783225,0.006084
0.28840681,0.656431328,-4.651099118,0.00664225,0.00748225,0.005625
0.291923067,0.654874018,-4.64400621,0.00714025,0.008281,0.006241
0.294384561,0.653782457,-4.645351976,0.00783225,0.00837225,0.0064
0.29684001,0.654822066,-4.644390899,0.00748225,0.00819025,0.006084
0.290278698,0.649038541,-4.65233999,0.007396,0.0081,0.00600625
0.285855405,0.648306706,-4.650047945,0.00731025,0.007921,0.00600625
0.294011996,0.655601064,-4.645832168,0.00731025,0.008281,0.00616225
0.290876963,0.654874018,-4.649665426,0.00714025,0.0081,0.00600625
0.286831711,0.653106131,-4.651481089,0.00680625,0.00765625,0.005776
0.274748797,0.640220975,-4.655578089,0.00714025,0.00783225,0.00616225
0.268116917,0.633768657,-4.659468959,0.007225,0.00783225,0.006241
0.261825658,0.626205775,-4.66334475,0.007225,0.007569,0.0064
0.257892744,0.625564029,-4.666359354,0.007056,0.00731025,0.00616225
0.259282598,0.625724504,-4.667205577,0.00697225,0.00714025,0.006084
0.253866724,0.624011442,-4.674696249,0.00731025,0.00765625,0.0064
0.256887757,0.628235256,-4.677955856,0.007396,0.00783225,0.006561
0.256191405,0.630846154,-4.677955856,0.007396,0.007744,0.006561
0.259514053,0.636841344,-4.674323045,0.007225,0.00801025,0.00632025
0.255262181,0.631856712,-4.678141798,0.00680625,0.007396,0.005776
0.250758718,0.629035235,-4.685089809,0.00680625,0.00697225,0.00585225
0.250836536,0.631537699,-4.684535741,0.00680625,0.00648025,0.006084
0.25278002,0.631697218,-4.688315767,0.00680625,0.00632025,0.005929
0.250914348,0.626259235,-4.688131707,0.006724,0.006561,0.00600625
0.257351723,0.634086959,-4.683796506,0.00648025,0.00648025,0.005929
0.260131003,0.636788447,-4.68018489,0.006889,0.006724,0.006084
0.25595918,0.637634471,-4.67944243,0.007056,0.00714025,0.00616225
0.256036595,0.638902166,-4.676001367,0.00697225,0.00714025,0.00600625
0.246625675,0.631005784,-4.684720465,0.00680625,0.006724,0.005776
0.256036595,0.637740173,-4.680092113,0.00697225,0.006724,0.00585225
0.263978346,0.643956936,-4.677025623,0.007396,0.00714025,0.00632025
0.266739295,0.651074404,-4.671051555,0.007396,0.007225,0.00632025
0.26918709,0.652325186,-4.671613143,0.00748225,0.007225,0.00648025
0.266203041,0.645793484,-4.672174415,0.00714025,0.00648025,0.00616225
0.267504875,0.649352021,-4.663722073,0.006889,0.006724,0.00570025
0.26174869,0.647888274,-4.661077818,0.007225,0.00765625,0.00600625
0.261825658,0.64479692,-4.663816381,0.00714025,0.007396,0.00585225
0.256810409,0.643956936,-4.662684092,0.00697225,0.00632025,0.00555025
0.254719735,0.645845907,-4.664382046,0.00680625,0.00648025,0.00540225
0.252313929,0.646369989,-4.651099118,0.00680625,0.007225,0.00540225
0.251069954,0.639218839,-4.655102555,0.007056,0.00765625,0.00540225
0.252547002,0.637898706,-4.654150808,0.007056,0.00765625,0.005476
0.258279008,0.642800806,-4.649761069,0.00680625,0.00748225,0.00540225
0.259282598,0.643904414,-4.648995666,0.006724,0.007396,0.005329
0.248577353,0.636576829,-4.654150808,0.00664225,0.00765625,0.005184
0.252158516,0.634352134,-4.660131744,0.00680625,0.007056,0.00525625
0.253245895,0.63286625,-4.659090028,0.006724,0.00680625,0.00540225
0.247328718,0.627274436,-4.661550519,0.006889,0.007225,0.00555025
0.236730825,0.622402776,-4.67170671,0.00697225,0.006889,0.005929
0.231905057,0.615726034,-4.674696249,0.007225,0.006889,0.006084
0.233569017,0.608079368,-4.671519567,0.00765625,0.007056,0.006889
0.23174644,0.607044482,-4.677025623,0.00731025,0.00748225,0.00680625
0.237125349,0.609330694,-4.673109169,0.007056,0.007225,0.00664225
0.234281296,0.607643757,-4.678978113,0.00664225,0.007225,0.00616225
0.227932068,0.602948913,-4.683611612,0.0064,0.006561,0.005776
0.228648372,0.604097364,-4.679163866,0.00680625,0.00664225,0.006241
0.229443664,0.603058346,-4.678606504,0.006724,0.006561,0.006241
0.231429131,0.605189902,-4.679256729,0.006724,0.00648025,0.006084
0.223943231,0.599166117,-4.681668157,0.006889,0.006241,0.00600625
0.229523158,0.601031892,-4.681482869,0.006889,0.006241,0.00600625
0.220820856,0.600812569,-4.682131227,0.00714025,0.00616225,0.006084
0.207258042,0.597186789,-4.687026632,0.0081,0.0064,0.0064
0.199342541,0.594431208,-4.687395126,0.008649,0.00632025,0.0064
0.204816635,0.596526142,-4.684443367,0.00837225,0.00600625,0.00616225
0.200897942,0.596085468,-4.679070994,0.008464,0.005929,0.00600625
0.203919956,0.601251166,-4.671987359,0.008281,0.00616225,0.005776
0.205549683,0.606826474,-4.669458676,0.007921,0.0064,0.00570025
0.201715604,0.600812569,-4.67497606,0.007569,0.006084,0.00555025
0.200897942,0.599275965,-4.676746384,0.00748225,0.00585225,0.00540225
0.192601866,0.594707108,-4.688131707,0.007612563,0.005776,0.005476
0.192024332,0.59161267,-4.696381066,0.009072563,0.0064,0.006561
0.184735308,0.591557325,-4.695559186,0.008602563,0.0064,0.0064
0.192849279,0.60042864,-4.692814696,0.009264063,0.0064,0.00632025
0.191446465,0.60037378,-4.690705474,0.008602563,0.005776,0.00585225
0.20587531,0.604807649,-4.687671407,0.00837225,0.005625,0.00555025
0.19499096,0.601744357,-4.694279361,0.008649,0.005625,0.005776
0.196799576,0.603222473,-4.68527443,0.00893025,0.00570025,0.00585225
0.19334392,0.599934799,-4.689787032,0.00874225,0.006241,0.005776
0.184818437,0.596085468,-4.690889061,0.00893025,0.00570025,0.005625
0.189379921,0.600922237,-4.691347882,0.009216,0.005776,0.00570025
0.196635291,0.603878713,-4.693455751,0.008836,0.005776,0.005329
0.187723606,0.597021668,-4.699570861,0.00837225,0.005625,0.00511225
0.188137942,0.591778686,-4.704200709,0.00874225,0.006084,0.00540225
0.19062036,0.583053258,-4.707365698,0.00819025,0.00600625,0.00600625
0.177727688,0.569452958,-4.715995741,0.007921,0.00616225,0.00616225
0.174037337,0.564290558,-4.714741822,0.009025,0.006561,0.00680625
0.175380859,0.56326626,-4.715637639,0.009025,0.006561,0.007225
0.176806376,0.56144269,-4.720282993,0.00893025,0.00648025,0.00697225
0.1780625,0.555894587,-4.718588153,0.00950625,0.007225,0.00819025
0.179818427,0.551814004,-4.720104724,0.008649,0.0064,0.007056
0.188634919,0.563892345,-4.715995741,0.008464,0.00632025,0.006889
0.202124184,0.575657852,-4.708177936,0.00801025,0.006241,0.0064
0.189297171,0.567187053,-4.717605615,0.008281,0.006084,0.006561
0.189131649,0.563209323,-4.721084811,0.008281,0.00585225,0.00664225
0.185649347,0.560586745,-4.720015578,0.007744,0.00585225,0.006084
0.186645528,0.558643887,-4.718141665,0.00783225,0.00585225,0.00648025
0.185067782,0.554000049,-4.724995579,0.00801025,0.00600625,0.006889
0.194826378,0.554114972,-4.725527683,0.00765625,0.00600625,0.006724
0.196224462,0.561214509,-4.70311326,0.00748225,0.006084,0.00664225
0.187723606,0.553885113,-4.712408937,0.007353063,0.007225,0.00664225
0.187806487,0.557900031,-4.713396591,0.00765625,0.00664225,0.00680625
0.183820433,0.552274622,-4.722953222,0.007569,0.00648025,0.00664225
0.187723606,0.556582621,-4.722152901,0.00731025,0.00648025,0.006561
0.192931736,0.563152384,-4.719837261,0.00731025,0.006241,0.00648025
0.192436891,0.56377854,-4.722953222,0.00731025,0.006561,0.00648025
0.196881708,0.569170001,-4.721708002,0.00783225,0.00714025,0.006847563
0.198358934,0.572108852,-4.713037557,0.00765625,0.007225,0.006601563
0.209855657,0.57526414,-4.710430697,0.007744,0.00731025,0.006683063
0.214223889,0.577006545,-4.71160013,0.00731025,0.00680625,0.006280563
0.212042158,0.575770312,-4.717605615,0.00731025,0.006889,0.006123063
0.21107097,0.579138264,-4.720193863,0.00714025,0.00697225,0.006045063
0.213012404,0.580706101,-4.717694977,0.007225,0.00664225,0.005890563
0.214062443,0.585840328,-4.706643155,0.006889,0.00664225,0.005662563
0.220901039,0.594265631,-4.69738467,0.00680625,0.006930563,0.005662563
0.218090808,0.595589477,-4.694828058,0.006724,0.007098063,0.005587563
0.212527399,0.594100027,-4.693821884,0.006889,0.007056,0.005814063
0.210828026,0.593216342,-4.69701984,0.006889,0.00680625,0.005662563
0.204898111,0.591335914,-4.698387268,0.00697225,0.006724,0.005738063
0.197128064,0.584447764,-4.705467907,0.006889,0.0064,0.00555025
0.195073241,0.585005022,-4.705015521,0.007056,0.00648025,0.005625
0.200897942,0.588119943,-4.698205052,0.00714025,0.006561,0.005929
0.201143311,0.587953318,-4.699752828,0.007225,0.006561,0.005776
0.204735152,0.588231011,-4.702115392,0.007056,0.00648025,0.00555025
0.206770237,0.58917459,-4.701116527,0.006889,0.00648025,0.005625
0.205793913,0.587786665,-4.702296897,0.006889,0.00664225,0.005476
0.200407024,0.585172139,-4.706733501,0.007225,0.006889,0.005776
0.200488861,0.579810495,-4.711779921,0.007569,0.00697225,0.005929
0.210260925,0.589729221,-4.706281687,0.007569,0.006889,0.005929
0.223303539,0.606662937,-4.698205052,0.007569,0.006889,0.005929
0.225939639,0.610851938,-4.698660529,0.00837225,0.007396,0.006561
0.226737087,0.611720182,-4.692723083,0.008281,0.007569,0.00664225
0.220419845,0.610851938,-4.69701984,0.008281,0.007225,0.006561
0.215917506,0.607371404,-4.701116527,0.00819025,0.007056,0.00648025
0.214788747,0.607316924,-4.705106015,0.007569,0.00664225,0.005929
0.215514524,0.60965687,-4.698387268,0.007225,0.0064,0.005776
0.20522395,0.598066974,-4.703838358,0.007744,0.00697225,0.005929
0.204735152,0.600757731,-4.70682384,0.00783225,0.007056,0.00600625
0.2056311,0.600318918,-4.703657133,0.007744,0.00697225,0.00616225
0.200816139,0.591003707,-4.706733501,0.00783225,0.006724,0.00616225
0.201633868,0.592331875,-4.712229258,0.007569,0.00664225,0.00600625
0.193838317,0.58939648,-4.714203947,0.008281,0.006889,0.0064
0.192436891,0.5873977,-4.718498871,0.00819025,0.006724,0.00632025
0.200488861,0.59294003,-4.712229258,0.00783225,0.006241,0.005929
0.195155515,0.582383204,-4.71545854,0.00748225,0.0064,0.005776
0.18548322,0.574194711,-4.722775428,0.00765625,0.0064,0.00600625
0.188469287,0.576444811,-4.720193863,0.0081,0.00664225,0.006561
0.183570776,0.569566119,-4.72950946,0.00819025,0.006561,0.00680625
0.185815446,0.56996208,-4.72747631,0.00801025,0.00680625,0.006561
0.185233978,0.566336014,-4.728007096,0.00765625,0.00680625,0.00648025
0.184652172,0.567583958,-4.731802837,0.007921,0.00664225,0.00664225
0.175632569,0.561955905,-4.737075257,0.008464,0.006889,0.00697225
0.175548673,0.564745466,-4.739001534,0.0081,0.006889,0.00680625
0.180987334,0.566846724,-4.735145262,0.00801025,0.00680625,0.00648025
0.197702659,0.576051409,-4.729421148,0.007921,0.00664225,0.006561
0.192024332,0.565768251,-4.73532087,0.007921,0.00664225,0.006561
0.187889361,0.562753717,-4.737513373,0.00765625,0.006561,0.00648025
0.181738053,0.557327457,-4.740836797,0.007921,0.006561,0.00664225
0.18448588,0.560757993,-4.73926392,0.007921,0.006561,0.006724
0.184818437,0.563380123,-4.740138046,0.00765625,0.00632025,0.00648025
0.1889661,0.570697021,-4.736636949,0.007744,0.00648025,0.006561
0.183737221,0.56144269,-4.744497251,0.00801025,0.006724,0.006889
0.179149866,0.560244162,-4.750827758,0.00819025,0.006889,0.007225
0.181321056,0.567867364,-4.748231029,0.00837225,0.00680625,0.00697225
0.183903638,0.573236884,-4.747884288,0.00801025,0.006561,0.00680625
0.177978807,0.570414415,-4.753417762,0.0081,0.00648025,0.006889
0.180987334,0.570866546,-4.748317695,0.00819025,0.006561,0.006724
0.191363885,0.578914086,-4.744845168,0.00819025,0.00632025,0.00664225
0.187557824,0.574082073,-4.752382566,0.00801025,0.006440063,0.006724
0.193591149,0.578297339,-4.74892415,0.00765625,0.006241,0.00648025
0.187640718,0.572673027,-4.750827758,0.007396,0.006241,0.00632025
0.181904803,0.57120551,-4.757032535,0.007569,0.00632025,0.0064
0.184153212,0.569000188,-4.759092268,0.00783225,0.0064,0.006561
0.187972228,0.574532549,-4.761062206,0.007744,0.006241,0.006561
0.1780625,0.571431422,-4.763540522,0.00748225,0.006241,0.00648025
0.166869452,0.559730067,-4.773054695,0.007921,0.00632025,0.006561
0.166192175,0.556697247,-4.767714115,0.008649,0.00664225,0.007056
0.164072722,0.556181325,-4.764308407,0.00912025,0.00616225,0.00731025
0.162543929,0.555894587,-4.767118953,0.00837225,0.005929,0.00697225
0.155635292,0.554287331,-4.77263188,0.00819025,0.00585225,0.00680625
0.158626363,0.554861648,-4.770769367,0.008281,0.00585225,0.006724
0.156063136,0.552217056,-4.777525578,0.008281,0.00616225,0.006889
0.158711691,0.551237934,-4.778198696,0.00893025,0.00632025,0.00714025
0.15469339,0.540462093,-4.780383204,0.00874225,0.00632025,0.00714025
0.161863715,0.54226615,-4.776683544,0.00837225,0.00616225,0.00697225
0.162883863,0.54075329,-4.779795536,0.0081,0.005929,0.00697225
0.159479315,0.540403843,-4.779291546,0.008649,0.00632025,0.00714025
0.167123313,0.543776724,-4.776599302,0.008649,0.006084,0.00697225
0.167207919,0.544415127,-4.776767779,0.008649,0.00616225,0.007056
0.164412136,0.543950874,-4.778450998,0.0081,0.005776,0.00680625
0.159479315,0.539004834,-4.784320052,0.0081,0.005625,0.0064
0.169067441,0.547774528,-4.778198696,0.00837225,0.00600625,0.00680625
0.16398785,0.541451817,-4.784654388,0.00837225,0.006084,0.006724
0.1645818,0.547832349,-4.785907155,0.00837225,0.006084,0.006930563
0.159820291,0.548583729,-4.792810904,0.007921,0.00585225,0.00648025
0.158541028,0.549854011,-4.792479284,0.00748225,0.00585225,0.0064
0.164666622,0.555033878,-4.794384599,0.00731025,0.0064,0.00616225
0.164327293,0.554861648,-4.794384599,0.007267563,0.006241,0.006280563
0.158797012,0.551007413,-4.795955821,0.007267563,0.006241,0.006280563
0.167292518,0.561271559,-4.790237968,0.007182563,0.00632025,0.006520563
0.16627686,0.562411875,-4.793142414,0.007098063,0.00632025,0.006440063
0.178313535,0.574363645,-4.785072151,0.00765625,0.006561,0.006889
0.177392764,0.570697021,-4.786908239,0.00801025,0.00680625,0.007056
0.18248821,0.572898608,-4.765160922,0.008281,0.007396,0.00714025
0.180069022,0.567754011,-4.755743044,0.007744,0.00855625,0.006724
0.183321057,0.57233456,-4.750568389,0.007569,0.0081,0.00648025
0.182738137,0.566903454,-4.75479636,0.007569,0.00783225,0.00648025
0.17075492,0.562411875,-4.763369801,0.007396,0.00748225,0.00632025
0.168391651,0.556410657,-4.764990477,0.007569,0.00731025,0.00664225
0.171429116,0.552332184,-4.760120546,0.00783225,0.00697225,0.006724
0.171850257,0.550719187,-4.755484947,0.007612563,0.00697225,0.006520563
